TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster,Cluster_After_FS
497,43,-0.3187309423427235,1563,0,36,92,430,12,1,-1.49949295554867,3,0.8485608644204186,-0.2067936485059295,-1.2177899644604027,243,0,1
498,4,0.42031933014031087,817,1,42,652,31,1,1,-0.5438277488663268,0,0.34820224761709206,-0.2067936485059295,0.882787314587666,158,2,2
499,39,-0.5927057721705942,749,1,5,36,551,24,1,-0.9935525520109589,3,0.7341931805796582,-0.2067936485059295,-1.2781540624032153,178,0,1
500,252,-0.7664367165318712,6,1,5,588,117,14,2,-0.31896534729401077,0,-1.2243534051933627,-0.2067936485059295,0.34873055357138144,166,1,2
501,350,-0.7542745226355483,119,1,33,386,8,46,2,-1.330846154369433,3,0.7056012596194681,-0.2067936485059295,-0.9574189929616693,10,0,1
502,156,-0.17699855882416635,949,1,14,94,355,53,1,0.5242686586021743,1,0.7484891410597533,-0.2067936485059295,0.7364627720273138,334,1,0
503,84,1.1128106688061543,2153,1,16,655,93,99,0,1.0864246625329645,0,0.07657899849528625,-0.2067936485059295,0.5660546389314801,85,2,0
504,317,-0.8697297153978247,576,1,29,606,279,10,0,-0.6000433492594058,0,0.3624982080971871,-0.2067936485059295,1.2345954207266996,250,1,2
505,81,-1.0125926690532232,2270,0,11,262,42,11,0,-0.6562589496524849,1,-1.3101291680739329,-0.2067936485059295,-0.5389496209510313,147,0,2
506,396,1.6206764781557048,1135,1,17,117,178,15,2,-0.7686901504386429,0,0.24813052425642676,-0.2067936485059295,0.5344636755558102,158,2,2
507,312,-0.1277331086187796,376,1,2,387,281,64,1,1.0302090621398854,0,-0.09497252726585426,-0.2067936485059295,1.5040583130216445,339,1,0
508,29,0.20044056837523988,1845,0,13,424,200,42,1,-1.0497681524040379,3,0.9629285482611789,-0.2067936485059295,-1.0886595620183233,278,0,1
509,112,-0.9268063774577512,416,0,41,45,458,3,1,1.9858742688222286,2,-1.1528736027928874,-0.2067936485059295,-0.34383484690982347,214,1,0
510,296,-0.6088078316953034,2201,1,40,12,198,3,0,1.2550714637122016,0,-0.8526584327108915,-0.2067936485059295,0.4059999114123816,159,1,0
511,213,-0.6550584282024468,269,1,41,466,332,2,2,-0.4313965480801688,0,2.3067488333901127,-0.2067936485059295,1.101667743975768,249,1,2
512,220,-0.9782987082357041,1970,1,13,515,388,52,2,-0.4313965480801688,1,-0.8812503536710816,-0.2067936485059295,0.28178724841957853,122,1,2
513,84,-0.9188923864998623,278,0,3,52,108,63,1,-0.9373369516178799,3,-0.8097705512706064,-0.2067936485059295,-0.8848323382124433,284,0,1
514,213,0.07624915182828088,1255,1,10,567,354,82,0,0.8615622609606484,0,0.40538608953747224,-0.2067936485059295,-1.128834775485848,82,1,2
515,235,0.1800217865098639,519,0,20,178,179,47,2,1.7047962668568335,2,-1.1671695632729824,-0.2067936485059295,-0.6951122064033928,137,1,0
516,293,-0.45789384827755036,1307,0,41,339,153,40,1,0.41183745781601633,2,-0.666810946469656,-0.2067936485059295,0.21616183590433882,208,1,2
517,454,-0.43531670524184113,222,1,28,138,167,88,1,-1.162199353190196,3,-0.8812503536710816,-0.2067936485059295,-1.105925493953374,206,0,1
518,418,-0.12118950570554664,1180,0,3,5,226,79,0,-0.2627497469009318,1,0.23383456377633172,-0.2067936485059295,0.15317477265568172,348,1,2
519,428,-0.8774038884478987,680,1,0,405,393,26,2,-1.162199353190196,3,-1.5245685752753584,-0.2067936485059295,-1.0732807292671451,339,0,1
520,465,-0.6035318377233773,501,0,34,238,214,61,1,0.41183745781601633,1,1.7635023351465013,-0.2067936485059295,0.5771490386170999,65,1,2
521,455,0.18111809694558875,2136,1,26,78,150,22,1,0.35562185742293734,2,0.648417417699088,-0.2067936485059295,0.185909277112883,9,1,2
522,185,-0.26442931607322556,1511,0,12,552,89,58,2,-1.0497681524040379,1,0.5054578128981375,-0.2067936485059295,0.0006863898262675042,221,0,1
523,12,-0.9049144284443701,308,1,39,592,258,2,0,1.5361494656775965,2,-0.12356444822604433,-0.2067936485059295,-0.3777359683896632,169,1,0
524,339,-0.660539980381071,1314,1,10,511,533,38,0,1.4237182648914386,0,1.4775831255446004,-0.2067936485059295,-0.9646033026263577,224,1,2
525,12,-0.17583372898620866,2252,1,14,100,122,57,2,-0.8811213512248008,0,0.30531436617680696,-0.2067936485059295,0.560375393425668,273,0,2
526,291,-0.8521887484262266,2139,1,9,620,504,48,0,-1.443277355155591,3,0.8056729829801335,-0.2067936485059295,-0.9257921336776106,52,0,1
527,189,0.11787468868470982,704,1,5,99,287,37,0,1.3675026644983594,2,-1.4673847333549783,-0.2067936485059295,0.21251070922249862,40,1,0
528,372,-0.6149403181951394,1884,1,22,22,33,70,2,0.5242686586021743,1,0.677009338659278,-0.2067936485059295,-1.0816572958890356,171,0,2
529,202,-0.7297445766362041,660,0,19,539,149,3,1,1.2550714637122016,0,-1.5674564567156437,-0.2067936485059295,0.14224959653818087,49,1,0
530,469,-0.006693584574529667,2171,1,17,219,211,20,2,-1.330846154369433,3,-0.5381473021488006,-0.2067936485059295,-1.0390180847099602,257,0,1
531,21,0.7425318191400765,923,1,30,460,350,16,1,-1.105983752797117,3,0.5769376152986128,-0.2067936485059295,-0.9028751601647678,353,0,1
532,356,-0.6954848755198016,2087,1,42,261,440,84,2,-0.31896534729401077,0,-1.2243534051933627,-0.2067936485059295,0.2711646235299269,253,1,2
533,167,-0.7439966123006275,28,1,8,464,165,13,1,0.8053466605675694,2,0.5340497338583277,-0.2067936485059295,0.22393073607707484,115,1,0
534,423,-0.8336885098233693,1282,1,41,340,455,41,2,1.3112870641052805,0,-1.1814655237530776,-0.2067936485059295,2.479132204503696,150,1,0
535,142,0.7580172040446903,1833,1,18,98,517,37,2,-1.274630553976354,3,-0.5381473021488006,-0.2067936485059295,-0.8482467155838067,14,0,1
536,443,-0.9830608066908841,676,1,21,465,410,80,2,0.5242686586021743,0,0.5912335757787078,-0.2067936485059295,2.0836080099339203,238,1,0
537,55,-0.3390812048058665,791,0,40,362,585,78,1,-0.9935525520109589,3,-0.5095553811886104,-0.2067936485059295,-1.0046323684668705,15,0,1
538,420,-0.6528658073309969,418,1,24,603,361,37,1,-0.9935525520109589,3,-0.666810946469656,-0.2067936485059295,-0.9502757071922825,349,0,1
539,465,0.16621512695995377,29,1,9,349,86,6,1,-0.20653414650785276,1,1.33462352074365,-0.2067936485059295,1.1377303119393096,100,1,2
540,37,-0.5465579547668,1245,1,5,183,47,98,1,-0.03788734532861574,1,0.5626416548185177,-0.2067936485059295,-1.0368361262786074,29,0,1
541,269,-0.4781755913384606,1623,1,27,31,482,25,0,0.2431906566367793,1,0.005099196094811046,-0.2067936485059295,1.0922450680236873,214,1,0
542,93,1.8240420639826698,1221,0,6,538,450,70,2,1.1988558633191224,2,-0.33800385542746997,-0.2067936485059295,-0.22079136493311538,303,2,2
543,208,0.47246259523947554,807,1,28,444,5,7,0,0.5804842589952534,2,-0.1092684877459493,-0.2067936485059295,0.4786275900569089,197,2,0
544,181,-0.6410119507447216,1887,1,33,432,249,67,2,0.6929154597814113,0,-1.0242099584720321,-0.2067936485059295,1.3767688578812236,356,1,0
545,430,0.10896716639444509,2226,1,10,667,15,16,2,-0.6000433492594058,0,-0.7382907488701311,-0.2067936485059295,1.1470709401007873,92,1,2
546,105,1.1573140205563612,1612,1,10,1,342,17,0,0.1307594558506213,0,-0.19504425062651956,-0.2067936485059295,-0.9938533399763815,321,2,1
547,200,1.6183468184797896,288,1,36,376,367,57,1,-1.274630553976354,3,-1.3816089704744081,-0.2067936485059295,-0.9921046964391517,208,2,1
548,392,-0.4197628009349944,1518,1,7,363,133,90,1,-1.0497681524040379,3,0.7056012596194681,-0.2067936485059295,-1.0445845145036927,112,0,1
549,307,-0.9945035468637625,1064,1,19,59,174,27,1,1.8734430680360705,2,2.321044793870208,-0.2067936485059295,0.16495888658105942,52,1,0
550,222,-0.4194887233260632,1936,1,11,353,172,89,0,-0.9935525520109589,3,-1.2529453261535526,-0.2067936485059295,-0.8721815944988198,202,0,1
551,407,-0.6021957093798377,1550,1,9,522,419,31,2,0.8615622609606484,0,-0.009196764385283997,-0.2067936485059295,2.0972253791805873,306,1,0
552,473,-0.827281945714602,1581,1,12,414,28,48,0,-0.8249057508317219,0,-0.2522280925468997,-0.2067936485059295,0.9551816698276658,187,1,2
553,76,0.43546211803376084,175,0,24,65,466,31,2,0.6366998593883324,2,0.8342649039403235,-0.2067936485059295,0.28859977903309664,122,2,2
554,237,-0.8990902792545815,1849,1,6,74,282,28,1,-0.7124745500455638,1,0.14805880089576146,-0.2067936485059295,0.857624282807062,251,1,2
555,147,-0.8971374762909465,983,1,24,668,316,27,1,1.1426402629260435,0,-0.46666749974832533,-0.2067936485059295,1.0150509170334032,285,1,0
556,82,-1.0077620511958103,123,1,13,372,437,3,0,1.8734430680360705,2,-0.16645232966632947,-0.2067936485059295,0.6274161303288122,356,1,0
557,353,-0.543234763758509,1491,0,20,346,133,75,2,0.2994062570298583,1,-0.5524432626288956,-0.2067936485059295,-0.7275928755084154,305,1,2
558,22,-0.14619908752052058,1591,0,35,86,290,63,0,-0.9373369516178799,1,0.7056012596194681,-0.2067936485059295,-0.5956625922120037,55,0,1
559,360,-0.6251839688289437,750,1,0,607,263,10,2,-0.9373369516178799,1,0.2767224452166169,-0.2067936485059295,1.2037095555515254,235,1,2
560,167,-0.4333296425770897,798,1,37,168,465,83,0,0.6929154597814113,2,0.7341931805796582,-0.2067936485059295,0.3101886039355509,137,1,2
561,180,0.42196379579389826,335,1,24,316,519,53,1,0.35562185742293734,2,-0.6239230650293708,-0.2067936485059295,0.3762011794626993,135,2,2
562,216,0.3798243634207232,384,1,33,644,305,57,1,1.0864246625329645,2,-1.3101291680739329,-0.2067936485059295,-0.5060074330238659,117,2,2
563,285,0.1527168047200912,2169,0,27,512,566,32,1,-1.330846154369433,3,1.8206861770668814,-0.2067936485059295,-1.1928910240058024,129,0,1
564,419,0.9699477151507562,1619,1,30,198,53,45,0,0.4680530582090954,1,-0.35229981590756504,-0.2067936485059295,0.14248035594925212,270,2,2
565,364,1.7950240971370768,1437,0,1,140,259,43,1,1.9296586684291497,2,-1.1957614842331725,-0.2067936485059295,-0.2753685296449495,333,2,0
566,448,-0.15116674418239892,1004,1,1,371,541,76,1,-1.387061754762512,3,1.692022532746026,-0.2067936485059295,-1.2547653140944044,109,0,1
567,397,-0.9414010101333387,897,1,27,64,538,82,2,0.9739934617468065,2,-0.6382190255094659,-0.2067936485059295,-0.3793538482606191,96,1,2
568,352,-0.10628653571991167,1121,0,4,57,112,25,2,-0.31896534729401077,1,-0.33800385542746997,-0.2067936485059295,0.5297664395437797,47,1,2
569,291,0.2638552751417009,1487,0,23,55,396,78,2,1.7047962668568335,2,-1.1814655237530776,-0.2067936485059295,-0.9549831991781382,300,1,2
570,387,0.14305556900526573,193,0,4,97,287,83,0,1.8734430680360705,2,-0.7096988279099411,-0.2067936485059295,-0.02861492739288304,114,1,0
571,220,1.7567217512889395,110,1,8,376,108,80,0,-1.387061754762512,3,-0.7525867093502262,-0.2067936485059295,1.0576003884415066,56,2,2
572,480,-0.9858701021824291,1238,1,22,53,331,3,0,-1.162199353190196,3,-0.4809634602284204,-0.2067936485059295,-1.1404342818823685,160,0,1
573,212,-0.5550886203447842,1005,0,4,219,132,72,1,0.35562185742293734,0,-0.052084645825569126,-0.2067936485059295,1.5992491340820387,320,1,0
574,270,0.14545374808341385,1859,1,11,191,189,37,0,-0.09410294572169475,1,-1.1814655237530776,-0.2067936485059295,0.543527392424002,80,1,2
575,476,-0.04845616023542429,1795,1,7,382,78,38,1,-0.9935525520109589,1,0.10517091945547634,-0.2067936485059295,-0.7858109109282644,148,0,1
576,351,-0.673558666805304,889,1,27,449,25,77,0,1.3112870641052805,0,-0.08067656678575921,-0.2067936485059295,0.9617454930759181,169,1,0
577,25,-0.708195224633987,307,1,0,432,284,70,1,-1.49949295554867,3,0.8056729829801335,-0.2067936485059295,-0.3091747833669045,50,0,1
578,410,1.224976930261256,5,1,39,601,28,82,0,-1.0497681524040379,1,2.0637175052284973,-0.2067936485059295,0.12131202597363885,52,2,1
579,56,0.07864733090642902,719,1,25,529,296,40,2,0.2994062570298583,1,-0.02349272486537904,-0.2067936485059295,-1.1988087209030547,111,0,2
580,167,-0.877335369045666,1704,1,31,663,172,83,2,-0.9373369516178799,3,-1.0242099584720321,-0.2067936485059295,-1.1550028927013407,330,0,1
581,257,-0.7744877462942258,1867,0,17,403,29,29,1,1.3112870641052805,2,-1.1528736027928874,-0.2067936485059295,-0.6975531281738365,336,1,2
582,30,0.5808260298706566,1677,0,18,24,184,95,1,0.5242686586021743,2,-1.0670978399123172,-0.2067936485059295,-0.3075415195352104,35,2,2
583,129,-0.2130740240997382,1663,1,11,139,515,37,1,-0.9373369516178799,3,-0.7096988279099411,-0.2067936485059295,-1.1014769653066097,230,0,1
584,173,-0.4737218301933283,103,1,39,429,408,32,1,-1.49949295554867,3,-0.2808200135070898,-0.2067936485059295,-1.2332457170152715,249,0,1
585,137,-0.845405327605179,2180,0,30,404,263,75,2,-0.8249057508317219,0,-1.0242099584720321,-0.2067936485059295,1.1381867027745398,223,1,2
586,54,-0.824643948728639,198,0,15,118,388,61,1,0.8053466605675694,1,-0.9098422746312717,-0.2067936485059295,-0.533216531582636,209,1,2
587,271,-0.950274272722487,443,1,17,121,211,2,0,-0.09410294572169475,1,0.2624264847365218,-0.2067936485059295,0.10282050516645352,9,1,2
588,441,-0.8468784947531842,528,1,35,544,430,78,1,-0.4876121484732478,0,-0.5095553811886104,-0.2067936485059295,-0.8813196671772459,54,0,1
589,141,-0.7664367165318712,761,1,20,388,92,8,1,0.4680530582090954,2,0.1623547613758565,-0.2067936485059295,-0.2714635676109307,108,1,2
590,137,-0.6097671033265626,468,1,36,100,588,16,0,-0.6562589496524849,0,-0.9527301560715568,-0.2067936485059295,1.227034204023928,65,1,2
591,420,-0.6201477927648326,1493,1,33,621,298,37,1,-0.09410294572169475,1,1.8206861770668814,-0.2067936485059295,-0.6393479127212693,27,0,2
592,375,0.32329585657865906,1024,1,26,435,71,31,0,1.0864246625329645,2,-0.5810351835890857,-0.2067936485059295,-0.7538507324948805,24,2,2
593,452,-0.4842052987349475,17,0,41,132,454,58,1,0.07454385545754227,1,0.5769376152986128,-0.2067936485059295,0.7024821667503273,186,1,2
594,13,0.44334184929053344,1284,0,28,604,237,64,1,0.2431906566367793,1,0.6198254967388979,-0.2067936485059295,0.8049265252987312,67,2,2
595,69,0.5004870307526929,700,1,40,383,173,11,0,-1.49949295554867,3,0.24813052425642676,-0.2067936485059295,-1.0871724458136414,243,0,1
596,52,-0.6709206698193411,311,1,30,358,526,70,1,-0.7686901504386429,0,-1.338721089034123,-0.2067936485059295,0.23818141170745974,284,0,2
597,179,-0.7880545879363211,1405,1,5,478,194,92,1,-0.4313965480801688,1,-0.18074829014642452,-0.2067936485059295,-0.6020725758528749,291,0,2
598,252,0.09831239934724408,2122,1,10,180,481,24,2,0.6366998593883324,1,0.8485608644204186,-0.2067936485059295,0.7838017832118761,260,1,0
599,5,-0.4763255674781749,378,1,34,26,349,86,0,-0.6562589496524849,0,-0.2808200135070898,-0.2067936485059295,0.07356277583606093,264,0,2
600,418,-0.8276245427257659,1034,1,22,438,541,2,2,-0.9935525520109589,3,0.319610326656902,-0.2067936485059295,-0.401593927500986,95,0,1
601,129,-0.03190872459620194,111,1,32,125,266,86,2,-0.9935525520109589,3,-1.1957614842331725,-0.2067936485059295,-1.2700672270418922,10,0,1
602,131,-0.1778893110531929,18,0,32,95,385,87,1,-1.162199353190196,3,-0.18074829014642452,-0.2067936485059295,-1.1184275260465295,82,0,1
603,355,-0.6277877061137903,2040,0,12,256,275,24,1,-0.20653414650785276,1,-1.4102008914345983,-0.2067936485059295,-1.1910218727761244,230,0,1
604,90,0.25926447519210283,1205,0,24,88,402,52,2,0.9177778613537274,0,-0.5810351835890857,-0.2067936485059295,0.8531193463042578,13,1,0
605,47,0.7092999090571659,1958,1,32,127,522,67,2,0.8615622609606484,1,0.6913052991393731,-0.2067936485059295,-0.33540700041880595,87,2,2
606,318,1.7902619986818973,2184,1,18,272,82,92,1,0.1307594558506213,0,0.8771527853806086,-0.2067936485059295,0.9457718138428667,251,2,2
607,490,-0.9908720185454238,75,1,7,408,120,10,0,1.0302090621398854,2,0.21953860329623667,-0.2067936485059295,-1.0276390817506855,299,1,2
608,128,-0.34295255103202,1111,0,14,624,201,6,2,0.4680530582090954,2,-1.2815372471137427,-0.2067936485059295,-0.02794059711386336,17,1,2
609,32,1.1661187637432768,1830,1,27,621,16,65,1,0.7491310601744904,2,-0.42377961830804023,-0.2067936485059295,0.7268221566314433,93,2,0
610,281,-0.9732282724704766,797,1,39,562,201,0,0,-1.0497681524040379,3,-0.7811786303104162,-0.2067936485059295,-1.24469907578478,7,0,1
611,228,0.4608142968598988,488,1,37,256,236,47,0,0.2431906566367793,1,1.7206144537062162,-0.2067936485059295,-0.7691987973245825,233,2,2
612,134,1.182255082969102,295,1,14,260,466,33,1,0.2994062570298583,0,-0.36659577638766006,-0.2067936485059295,0.8582088733151092,135,2,0
613,99,-0.7508142928227917,2014,0,38,458,401,32,2,0.41183745781601633,2,2.4640043986711584,-0.2067936485059295,0.45037494616140494,255,1,2
614,323,-0.5408708443814771,100,1,22,496,355,32,1,0.2431906566367793,1,1.1630719949825095,-0.2067936485059295,-0.014223232122398906,121,1,2
615,350,0.6934034077391552,1297,1,38,98,563,45,1,-0.7686901504386429,1,2.5211882405915387,-0.2067936485059295,0.9668042521652935,162,2,2
616,307,-0.9850478693556355,107,1,0,474,366,28,2,-1.162199353190196,3,-1.009913997991937,-0.2067936485059295,-1.1752045971439107,154,0,1
617,237,-0.606306873513806,358,1,33,23,93,86,0,-1.218414953583275,3,-0.4952594207085154,-0.2067936485059295,1.0936014205620959,16,0,2
618,121,0.9623420615029147,1784,1,26,446,279,31,1,0.8053466605675694,2,0.8628568249005136,-0.2067936485059295,0.3489151611002386,27,2,2
619,364,-0.057123864617874026,2281,1,31,308,69,47,2,-0.20653414650785276,0,0.6913052991393731,-0.2067936485059295,0.047317738816877807,18,1,2
620,325,-0.8742177362440733,920,1,34,67,487,41,2,-1.330846154369433,3,-0.2522280925468997,-0.2067936485059295,-1.185522106812257,168,0,1
621,215,-0.7556449106802043,1031,1,14,656,71,29,0,1.2550714637122016,0,1.992237702828022,-0.2067936485059295,1.5886418931531254,103,1,0
622,431,-0.9421547235578996,520,1,39,47,43,59,0,0.9739934617468065,2,-1.0670978399123172,-0.2067936485059295,-0.28859104389933876,119,1,2
623,282,0.9290073723166551,1724,1,3,215,491,96,0,0.35562185742293734,2,0.5054578128981375,-0.2067936485059295,0.6076708167214724,345,2,2
624,459,-0.6566001147526848,1313,1,28,512,175,73,1,0.35562185742293734,1,1.2488477578630797,-0.2067936485059295,0.21763100415482664,216,1,2
625,426,0.18005604621098026,2041,0,14,228,28,51,0,-1.330846154369433,3,1.0772962321019393,-0.2067936485059295,-1.2352892197999812,134,0,1
626,490,-0.3902994579748883,1068,1,36,182,523,84,2,-1.443277355155591,3,1.692022532746026,-0.2067936485059295,-1.077913865442767,281,0,1
627,25,-0.0662026854137208,608,1,40,139,556,26,1,-0.8811213512248008,0,0.04798707753509617,-0.2067936485059295,0.4025564682005055,215,0,2
628,272,0.5916863551245563,1571,1,2,670,424,90,0,-0.2627497469009318,0,-0.4523715392682303,-0.2067936485059295,0.8742671643322201,97,2,2
629,114,-0.12300526986471606,2054,1,30,115,288,41,0,0.4680530582090954,2,-0.5095553811886104,-0.2067936485059295,0.0031657714985565185,166,1,2
630,361,0.2310687411733037,410,1,41,226,554,2,1,-1.274630553976354,3,-0.36659577638766006,-0.2067936485059295,-1.0872391096435063,344,0,1
631,29,-0.29632509781259625,1583,1,24,628,261,69,1,0.6929154597814113,2,0.23383456377633172,-0.2067936485059295,0.4988164745321972,38,1,0
632,109,-0.9459232906807038,738,1,10,106,485,49,0,0.7491310601744904,0,1.7206144537062162,-0.2067936485059295,1.7632421555500888,105,1,0
633,217,-0.8017242086817657,1562,1,8,80,188,92,0,-1.49949295554867,3,1.1344800740223193,-0.2067936485059295,0.7619514309768741,332,0,2
634,290,0.08313535175267775,1232,1,35,533,116,4,0,1.0302090621398854,0,0.677009338659278,-0.2067936485059295,1.9261198398646269,12,1,0
635,135,-0.9780588903278893,2159,1,17,555,469,37,1,1.7047962668568335,2,0.10517091945547634,-0.2067936485059295,-0.8676612740352776,47,1,2
636,3,1.1817754471534725,781,1,25,638,198,24,1,-0.03788734532861574,1,-1.3101291680739329,-0.2067936485059295,-0.5053972025812549,253,2,2
637,436,-0.29855197838516245,2150,1,19,527,122,10,0,-0.9935525520109589,3,0.37679416857728215,-0.2067936485059295,-0.9927303108425009,1,0,1
638,198,0.05500813713611118,163,0,6,279,471,16,1,0.5804842589952534,2,0.7627851015398482,-0.2067936485059295,-0.8276424641685902,265,1,2
639,456,-0.6777726100426216,1319,1,34,481,409,38,1,-1.0497681524040379,3,0.1623547613758565,-0.2067936485059295,-1.2044136105986325,3,0,1
640,384,-0.6244645151054993,1246,1,10,638,333,74,1,0.4680530582090954,2,-0.09497252726585426,-0.2067936485059295,0.20890829841632896,133,1,2
641,292,-0.9044005329276239,1424,1,25,114,119,13,2,-1.218414953583275,3,-0.681106906949751,-0.2067936485059295,-1.1884681352936013,137,0,1
642,170,0.6886070495828588,166,0,28,581,574,31,2,-0.6562589496524849,0,-1.2529453261535526,-0.2067936485059295,0.1919628656633217,35,2,2
643,376,-0.6810272816486798,1513,1,37,413,411,46,1,-0.9935525520109589,3,-0.40948365782794516,-0.2067936485059295,-1.1069280153948062,108,0,1
644,172,-1.0131408242710855,1818,1,42,161,386,13,0,1.1426402629260435,2,0.39109012905737717,-0.2067936485059295,0.5573191132257006,205,1,0
645,33,-0.7491698271692042,1012,0,17,116,143,74,2,0.8053466605675694,1,-0.35229981590756504,-0.2067936485059295,0.13090648948729494,125,1,0
646,216,-0.35391565538926884,132,0,39,296,176,58,1,-0.31896534729401077,1,-1.5674564567156437,-0.2067936485059295,-0.5450775653117043,154,0,2
647,410,-0.9211192670724283,1880,1,18,367,577,15,0,0.4680530582090954,1,0.9343366273009888,-0.2067936485059295,-0.6157027650668235,134,1,2
648,461,-0.6580047624984573,1015,1,7,2,461,25,2,-1.162199353190196,3,-0.4523715392682303,-0.2067936485059295,-0.9437144479374866,231,0,1
649,459,1.5065574137369684,497,1,24,40,571,5,2,-0.8249057508317219,0,-1.2243534051933627,-0.2067936485059295,0.5697852494104672,103,2,2
650,100,-0.20464613762510314,216,1,30,265,96,43,0,-1.49949295554867,3,1.2917356393033648,-0.2067936485059295,-1.1893527130360415,237,0,1
651,117,0.38376422904910956,1253,1,18,593,287,23,1,1.1426402629260435,0,-0.43807557878813524,-0.2067936485059295,1.6880940713379706,233,1,0
652,412,-0.7607838658476648,1426,0,14,574,463,8,2,-1.330846154369433,3,0.5340497338583277,-0.2067936485059295,-1.0460972706429383,48,0,1
653,232,-0.7703080627580247,715,1,31,396,18,66,0,1.0864246625329645,0,-1.4959766543151685,-0.2067936485059295,1.7764595418175655,56,1,0
654,274,-0.8855576973136026,1505,1,8,235,283,51,2,-1.0497681524040379,3,0.333906287136997,-0.2067936485059295,-1.1783506171148501,124,0,1
655,41,1.4792866916483118,1967,1,20,426,588,92,0,1.3112870641052805,0,-0.42377961830804023,-0.2067936485059295,1.0290195533835897,113,2,0
656,11,-0.5485107577304349,1257,1,13,156,428,39,0,-0.6000433492594058,1,-0.995618037511842,-0.2067936485059295,-0.16492963949965073,41,0,2
657,239,0.7095739866660971,618,1,11,8,368,59,2,-0.8811213512248008,1,-0.8383624722307964,-0.2067936485059295,0.2821000556212531,134,2,2
658,389,0.2530977289911505,903,0,25,636,393,96,1,-1.162199353190196,3,-0.8812503536710816,-0.2067936485059295,-1.0069476545579532,46,0,1
659,248,0.45481884916452836,309,1,5,94,347,6,2,-0.4876121484732478,0,1.2202558369028897,-0.2067936485059295,-1.220307806034537,267,0,1
660,388,-0.23047795226687068,805,1,19,263,446,14,1,-0.5438277488663268,1,-0.9098422746312717,-0.2067936485059295,-1.1083741077041869,131,0,1
661,451,-0.6025725660921182,1527,1,6,649,521,14,0,0.41183745781601633,2,0.2910184056967119,-0.2067936485059295,0.19603961525891594,299,1,2
662,44,-0.6808217234419813,24,1,11,57,354,59,2,-1.387061754762512,3,0.8485608644204186,-0.2067936485059295,-1.1745918027078432,35,0,1
663,10,-0.6168246017565414,826,1,14,86,414,45,0,-1.162199353190196,3,-1.2100574447132675,-0.2067936485059295,-1.081072705380988,289,0,1
664,43,-0.18141806026818236,326,1,40,168,503,71,1,-0.8249057508317219,0,-0.23793213206680466,-0.2067936485059295,1.0372012565027977,30,1,2
665,178,0.08337516966049253,2112,1,26,82,435,91,0,0.018328255064463266,1,-1.5388645357554536,-0.2067936485059295,-0.1850108362497723,88,1,2
666,283,-0.04920987365998504,209,1,12,670,130,60,2,-0.2627497469009318,1,-0.3094119344672799,-0.2067936485059295,-0.7962566202694282,75,0,1
667,13,0.16806515082023937,2273,1,42,76,429,61,2,-0.8249057508317219,1,-0.8526584327108915,-0.2067936485059295,0.31861645042656844,35,0,2
668,151,0.28787132562429896,158,1,19,645,248,96,2,1.0864246625329645,2,0.6341214572189929,-0.2067936485059295,0.2294305020409423,322,1,0
669,162,0.31195589550912983,318,1,28,275,421,64,0,1.7610118672499127,2,-1.0956897608725071,-0.2067936485059295,0.7134432387762171,112,1,0
670,157,-0.9194405417177247,1142,1,35,415,431,67,0,-1.162199353190196,3,0.44827397097775734,-0.2067936485059295,-0.8883911611298551,160,0,1
671,354,-0.8593832856606711,1285,1,7,451,284,77,1,1.2550714637122016,2,0.4339780104976623,-0.2067936485059295,-0.5830195404787493,177,1,2
672,321,0.1748828313424035,974,1,38,215,93,97,2,0.6929154597814113,2,0.11946687993557138,-0.2067936485059295,-0.471606332820038,298,1,2
673,108,0.07391949215236548,71,1,40,427,510,87,2,1.5923650660706756,2,-0.5524432626288956,-0.2067936485059295,0.35569179580536775,146,1,0
674,108,-0.7661968986240564,1899,1,18,324,479,11,0,-1.0497681524040379,3,-0.6239230650293708,-0.2067936485059295,-1.2179950839369105,59,0,1
675,252,0.31531334621853735,283,1,23,620,154,99,2,-0.9935525520109589,1,-0.29511597398718487,-0.2067936485059295,1.1881999591340733,152,2,2
676,143,-0.2740220323858182,481,1,6,168,345,24,0,-1.443277355155591,3,-1.0670978399123172,-0.2067936485059295,-0.9511833608758298,225,0,1
677,449,-0.33490152126966544,87,1,9,317,441,81,0,-1.330846154369433,3,0.4339780104976623,-0.2067936485059295,-1.1301731800700618,171,0,1
678,277,-0.8264939725889248,230,1,5,258,198,32,0,-0.03788734532861574,0,-0.6382190255094659,-0.2067936485059295,-0.00476209626847305,73,1,2
679,43,-0.16665212908701288,1014,0,37,437,411,67,1,1.1426402629260435,2,-1.295833207593838,-0.2067936485059295,-0.5267757800202886,189,1,2
680,384,-0.531072569862186,1023,1,35,622,108,47,0,-0.6562589496524849,1,0.3624982080971871,-0.2067936485059295,0.699951505208911,23,1,2
681,152,0.12397291548342937,2082,1,36,427,449,56,0,0.8615622609606484,2,-0.3094119344672799,-0.2067936485059295,0.43501662535787733,87,1,0
682,187,0.11989601105057748,1181,1,35,159,196,59,2,0.5804842589952534,2,0.333906287136997,-0.2067936485059295,-0.9377121392561748,162,1,2
